exer_id,concept_count,concept_count_used,attr_logit_mean,attr_logit_std,difficulty,n_pairs,n_interactions
8578,4,4,0.15124551792926422,0.2622990247727582,0.0,8,2
8559,4,4,0.36657801219668346,0.8794535543801555,0.6,20,5
8581,4,4,0.4126298214599592,1.059851511637229,0.6,20,5
6380,3,3,1.1641749285317022,1.646391972904262,1.0,3,1
335,4,4,0.29473791268655397,0.6634142049706124,0.16666666666666666,24,6
12261,2,2,0.581027588384459,0.80060937411984,0.5,4,2
8638,3,3,0.6266988690742877,0.9773085592478823,0.6,15,5
6338,2,2,1.8200250355231513,1.8200243168761037,1.0,2,1
6844,3,3,0.5339241611263558,1.10183351395875,0.25,12,4
1037,2,2,0.18170328487446216,0.2996829670117987,1.0,14,7
5739,2,2,0.8302776738153662,1.0961682782954811,0.5,8,4
6247,2,2,0.5121452165079727,0.5121452165079727,1.0,2,1
8571,4,4,0.3932336054888424,0.9284427106081046,0.5,16,4
2590,3,3,0.37724824771369675,0.8124974104256424,1.0,6,2
6321,2,2,1.0741163435531278,1.1076768872661706,0.75,8,4
8055,4,4,0.15726666970155292,0.34385949396696747,0.5,24,6
1029,2,2,1.8028429519568339,1.8507717998877373,0.8,10,5
6942,3,3,0.6614576504569407,1.0306131201344164,0.5714285714285714,21,7
16328,3,3,0.7437886270068956,1.051875963852015,0.0,3,1
4475,4,4,0.3131733708237534,0.6057028470701399,0.25,16,4
337,4,4,0.232560514585611,0.407350783434983,0.6666666666666666,12,3
4241,3,3,0.7141606054820645,1.0099756139853169,1.0,3,1
2072,3,3,0.7593043028186577,1.082287728596269,0.3333333333333333,9,3
7495,2,2,0.14678854788531537,0.27572607316676445,0.625,16,8
3505,3,3,0.6948925695797924,1.0341019687865343,0.5,6,2
16740,4,4,0.034977214032427595,0.06058231181137568,1.0,4,1
15987,4,4,0.0,0.0,1.0,4,1
11542,2,2,0.24179251459949921,0.3228807407743598,0.8333333333333334,12,6
7307,4,4,0.6579941110763222,1.3041083765290573,0.375,32,8
16384,2,2,0.2868626606746106,0.3654665134575308,0.0,4,2
8557,4,4,0.3358062029372361,0.8003482893035374,0.4,20,5
4761,4,4,0.39398170032430685,0.6911477140408594,0.5,8,2
357,2,2,1.068790937907165,1.2110635485782086,1.0,6,3
8575,4,4,0.7733113851517087,1.5311029373978944,0.42857142857142855,28,7
8580,4,4,0.8712971171434095,1.7169074117512217,0.6666666666666666,12,3
3796,4,4,0.10968317647200872,0.20940900761864928,0.25,16,4
4476,4,4,0.27543454285577823,0.5164917031935136,0.0,8,2
8061,2,2,1.010233202846364,1.4658610484209929,0.6666666666666666,6,3
11412,2,2,0.8349257636452034,0.5439125027953975,1.0,4,2
8619,3,3,0.5821344610784281,1.24279573534345,0.8333333333333334,18,6
13782,2,2,1.2213612597687233,1.1348712472345286,1.0,4,2
2368,3,3,0.3605631166547532,0.5099132496646644,0.0,3,1
2587,3,3,0.2960054797222531,0.4186149639599645,1.0,3,1
15582,3,3,0.6539987299055863,0.9248878977713032,1.0,3,1
355,2,2,0.41419464597448186,0.4576240853900196,0.5,4,2
5528,2,2,0.21374682022807978,0.25748279691857573,0.75,8,4
16306,2,2,0.17894476529117764,0.19225553857773567,0.5,4,2
8053,4,4,0.4307918184705307,0.9136877213990936,0.1,40,10
6940,3,3,0.4839245786099065,0.6889509610724125,0.5,6,2
8656,4,4,0.20659082921680585,0.6771740136504568,0.25,32,8
1014,2,2,0.04552053193183614,0.07490037686373854,0.0,4,2
8,3,3,0.14822341335883443,0.26636626973876193,1.0,9,3
6326,4,4,0.20607208898874588,0.38415269183024203,0.2,20,5
2779,3,3,0.65641471883408,0.9934290637996643,0.5,18,6
338,4,4,0.44587654284776396,0.8597232047010375,0.3333333333333333,24,6
8530,4,4,0.2278453914373991,0.39522545760713373,0.0,12,3
11364,4,4,0.9845286823180112,1.7052536992836338,0.0,4,1
1911,2,2,0.9618050191639153,1.0873880880576483,0.6,10,5
6324,4,4,0.30877674384830495,0.8292228086145628,0.5,24,6
8574,4,4,0.37690345607003944,0.851388078315188,0.7142857142857143,28,7
9597,2,2,0.5254786783715147,0.7617599426093368,0.5,4,2
4323,2,2,0.5925874292330964,0.9617417041289907,0.8,10,5
12251,2,2,1.1199936913358979,1.1199936913358979,0.0,2,1
1315,2,2,0.5015925598839235,0.6462015835074586,1.0,12,6
3913,3,3,0.0,0.0,1.0,3,1
10473,2,2,0.6022658196379522,0.6870130599606924,0.25,8,4
9417,2,2,0.2234388883127516,0.31290031670197216,0.8,10,5
11428,4,4,0.726009018116706,1.4224604870830801,1.0,16,4
9111,2,2,0.0,0.0,1.0,2,1
2374,3,3,0.9220326816144101,1.4303061933584909,0.3333333333333333,9,3
7743,3,3,0.9746151744355128,1.3799998322255993,1.0,6,2
10471,2,2,0.35790516181853516,0.35790516181853516,1.0,2,1
8572,4,4,0.40340926682155,0.8652334225159055,0.6363636363636364,44,11
6066,3,3,0.24262703180895726,0.5092264863145617,0.42857142857142855,21,7
4392,3,3,0.8215114911738269,1.1637871111677505,0.0,6,2
11,4,4,0.6830618131071761,1.1851251054525944,0.5,8,2
9784,2,2,0.5325162641711951,0.5323941921791153,0.0,2,1
13035,2,2,0.8428855664128048,0.917916626908974,0.5,8,4
3790,2,2,1.5688175247190748,1.703781956799903,0.8888888888888888,18,9
4240,3,3,0.746149888185196,1.4474418763494568,0.5,6,2
1002,3,3,0.45952931094682764,0.6495797934203541,0.5,6,2
6842,3,3,0.2698861143346854,0.42675358982943845,1.0,6,2
518,3,3,0.8265396734897476,1.4748016309644414,0.25,12,4
1873,3,3,0.7422669742950301,1.2022488249509777,0.6666666666666666,9,3
16726,4,4,0.43356890167191287,0.7519572029805529,1.0,8,2
855,2,2,0.5697170253973913,0.6769119734753591,0.8,10,5
8582,4,4,0.43552554307581737,0.788276277901613,0.75,16,4
12980,2,2,0.1890521625492817,0.18958417534137728,1.0,4,2
16544,4,4,0.21260229551047546,0.41502826819128574,1.0,12,3
3920,3,3,0.5236078493680337,1.056716096422475,0.5,6,2
8654,4,4,0.6257785554772332,1.1493463594287916,1.0,16,4
13039,2,2,0.7547898797914513,0.8467601156373445,0.75,8,4
10430,2,2,0.2536866244050661,0.39051627816567147,1.0,6,3
7716,3,3,0.7294624847798429,1.2807436670023402,0.5,18,6
2376,3,3,0.3640010700537187,0.514775249988288,1.0,3,1
521,3,3,0.0,0.0,1.0,3,1
2929,3,3,0.5464045810302718,0.8093645743626601,0.75,12,4
9187,3,3,1.0803098432091307,1.5277888318315045,1.0,3,1
8598,4,4,0.35163962945433636,0.7926038229407482,0.6,40,10
3,3,3,0.8778885254928739,1.3712920886313715,0.6666666666666666,9,3
11382,3,3,0.6646636908790037,0.9893361751865688,0.5,6,2
1986,3,3,0.49072506985323244,0.8652946928531576,1.0,9,3
7434,3,3,0.4481564381396565,0.729240546193104,0.4,15,5
6092,4,4,0.4003426618773665,0.7994445684937563,0.42857142857142855,28,7
7353,3,3,1.0530986181049675,1.489284449081937,1.0,3,1
6935,4,4,0.3651049742887274,0.7158762410985772,0.3333333333333333,24,6
9029,2,2,1.289105419295575,1.492899998583708,0.0,4,2
9232,2,2,0.2717057784332389,0.39251452905938605,0.4444444444444444,36,18
15435,3,3,0.339524107605414,0.48015959772819855,0.0,3,1
8596,4,4,0.2608576723870621,0.5241623645511819,0.3333333333333333,24,6
16725,4,4,0.6175283746992886,1.069590520094599,1.0,4,1
359,2,2,0.8759215570644902,0.9343091275502705,0.6666666666666666,12,6
6327,4,4,0.4626486138908843,0.8013309053103278,0.0,4,1
13000,2,2,0.7384447783836965,0.7384447783836965,0.0,2,1
12543,2,2,0.1903039396505195,0.2923591674632718,0.3333333333333333,6,3
336,4,4,0.323687038075313,0.9323577613564457,0.6666666666666666,24,6
1483,3,3,0.97914995080389,1.4415978368635611,0.5,6,2
1679,3,3,0.7068835528140904,1.0223960768753197,0.6666666666666666,9,3
6222,2,2,0.09913357922142652,0.17242127260842927,1.0,8,4
5189,4,4,0.618935321174377,1.1769436481841729,0.42857142857142855,28,7
11339,4,4,0.3308458783139651,0.7623069580780609,0.6666666666666666,12,3
5871,2,2,0.2467195959988011,0.36875569225359744,1.0,4,2
14984,3,3,0.6838603463517053,0.9671245765797439,1.0,3,1
11387,3,3,0.6013162877169047,1.0349668384196338,1.0,12,4
2785,4,4,0.5693493234317705,1.076850276774876,0.4,20,5
2581,3,3,0.7682211618141187,1.2050311211385607,0.8,15,5
6594,2,2,0.4085824116906065,0.7076854961271545,1.0,4,2
2363,3,3,0.4996650640760194,0.7066331102603283,0.0,3,1
10008,2,2,0.5302712556587356,0.8046893588459314,1.0,4,2
6,4,4,0.3212498484172386,0.7162845735980152,0.5,16,4
7417,3,3,0.5841740324773034,0.8358499630611713,0.0,6,2
4479,4,4,0.275974506806788,0.7205205371280601,0.3333333333333333,12,3
3227,3,3,1.3614229256473103,1.9253427655760842,1.0,3,1
2591,3,3,0.6182144590938137,0.9159940953686411,0.75,12,4
9186,3,3,0.9542012059911881,1.5272359993759093,0.6,15,5
5190,4,4,0.25451141868220106,0.5558669777070159,0.4,20,5
5017,2,2,1.6746071964069322,1.702478222923932,0.8,10,5
5930,4,4,0.21647257514426194,0.4537331798043825,0.0,8,2
11446,2,2,0.66979838551396,0.6657413123460252,0.5,4,2
2380,3,3,0.29534507666569865,0.41768084245037224,0.0,3,1
10091,4,4,0.5713700919835167,0.9896411214660595,1.0,4,1
6091,4,4,0.37390862916212314,1.1039843868730301,0.5,32,8
450,2,2,0.8187982703846766,0.9407237582785978,0.6666666666666666,12,6
3923,3,3,1.4984769461133538,2.289451628090946,1.0,6,2
1093,2,2,0.256294245424407,0.3451548189267919,0.7692307692307693,26,13
6094,4,4,0.6113068655603152,1.078165448934384,0.3333333333333333,12,3
11903,2,2,1.5537246676766032,1.5536470684471846,0.0,2,1
